,Stock,Quantity,Month,MFundName,%age holdings
193,LICN,4347,Bhadra 2078,GIMES1,0.0003424947325775601
194,JLI,5619,Bhadra 2078,GIMES1,0.00044271403320757073
195,NLIC,1,Bhadra 2078,GIMES1,7.878875835692662e-08
196,NLICL,62136,Bhadra 2078,GIMES1,0.004895618289265993
197,PLI,41551,Bhadra 2078,GIMES1,0.003273751698488658
198,RBCLPO,9790,Bhadra 2078,GIMES1,0.0007713419443143117
199,IGI,97704,Bhadra 2078,GIMES1,0.007697976846505159
200,NIL,17540,Bhadra 2078,GIMES1,0.001381954821580493
201,PICL,3179,Bhadra 2078,GIMES1,0.00025046946281666977
202,SICL,6908,Bhadra 2078,GIMES1,0.0005442727427296491
203,EIC,1,Bhadra 2078,GIMES1,7.878875835692662e-08
204,LGIL,10000,Bhadra 2078,GIMES1,0.0007878875835692663
205,PRIN,679,Bhadra 2078,GIMES1,5.349756692435318e-05
206,PIC,3586,Bhadra 2078,GIMES1,0.0002825364874679389
207,CGH,10973,Bhadra 2078,GIMES1,0.0008645490454505559
208,CMF1,2698420,Bhadra 2078,GIMES1,0.21260516132549795
209,NEF,460616,Bhadra 2078,GIMES1,0.036291362719334114
210,NICGF,712808,Bhadra 2078,GIMES1,0.05616125726688415
211,NMB50,45600,Bhadra 2078,GIMES1,0.003592767381075854
212,SFMF,2924076,Bhadra 2078,GIMES1,0.2303843173812886
213,SAEF,494034,Bhadra 2078,GIMES1,0.03892432544610589
214,SEF,1732966,Bhadra 2078,GIMES1,0.1365382394147697
215,NIBSF1,91878,Bhadra 2078,GIMES1,0.007238953540317705
216,NBF2,168640,Bhadra 2078,GIMES1,0.013286936209312107
217,PSF,450000,Bhadra 2078,GIMES1,0.03545494126061698
218,SIGS2,39700,Bhadra 2078,GIMES1,0.003127913706769987
219,SLCF,500000,Bhadra 2078,GIMES1,0.039394379178463314
220,NRIC,63047,Bhadra 2078,GIMES1,0.004967394848129153
221,NTC,79193,Bhadra 2078,GIMES1,0.006239518140560091
222,CIT,6253,Bhadra 2078,GIMES1,0.0004926661060058622
223,HIDCL,1,Bhadra 2078,GIMES1,7.878875835692662e-08
224,NIFRA,7659,Bhadra 2078,GIMES1,0.000603443100255701
225,HDL,21465,Bhadra 2078,GIMES1,0.00169120069813143
226,SHIVM,20260,Bhadra 2078,GIMES1,0.0015962602443113335
227,SANIMA,7,Bhadra 2078,KEF,9.564340204674148e-07
228,NICA,21139,Bhadra 2078,KEF,0.0028882941083800974
229,MBL,21850,Bhadra 2078,KEF,0.0029854404781732877
230,SBL,32516,Bhadra 2078,KEF,0.004442772658502637
231,CZBIL,20092,Bhadra 2078,KEF,0.0027452389056044713
232,NBL,34126,Bhadra 2078,KEF,0.004662752483210142
233,PRVU,24992,Bhadra 2078,KEF,0.0034147427199316613
234,NIBPO,46852,Bhadra 2078,KEF,0.006401549532419903
235,NMB,15001,Bhadra 2078,KEF,0.00204963810586167
236,LBL,54922,Bhadra 2078,KEF,0.007504181324587337
237,ADBL,10000,Bhadra 2078,KEF,0.0013663343149534497
238,MNBBL,25000,Bhadra 2078,KEF,0.0034158357873836243
239,LBBL,12000,Bhadra 2078,KEF,0.0016396011779441395
240,NUBL,23407,Bhadra 2078,KEF,0.00319817873101154
241,CBBL,22586,Bhadra 2078,KEF,0.0030860026837538613
242,FOWAD,12652,Bhadra 2078,KEF,0.0017286861752791045
243,LLBS,22773,Bhadra 2078,KEF,0.003111553135443491
244,SWBBL,3815,Bhadra 2078,KEF,0.000521256541154741
245,JBLB,3605,Bhadra 2078,KEF,0.0004925635205407186
246,MKLB,1496,Bhadra 2078,KEF,0.00020440361351703606
247,RMDC,12848,Bhadra 2078,KEF,0.0017554663278521922
248,SABSL,4623,Bhadra 2078,KEF,0.0006316563538029798
249,MLBSL,807,Bhadra 2078,KEF,0.00011026317921674339
250,LICN,8182,Bhadra 2078,KEF,0.0011179347364949125
251,NLICL,24363,Bhadra 2078,KEF,0.0033288002915210896
252,SLICL,5500,Bhadra 2078,KEF,0.0007514838732243974
253,SIC,11900,Bhadra 2078,KEF,0.001625937834794605
254,NIL,13220,Bhadra 2078,KEF,0.0018062939643684606
255,NIBSF1,261600,Bhadra 2078,KEF,0.03574330567918224
256,NICBF,542835,Bhadra 2078,KEF,0.07416940878577559
257,GIMES1,933390,Bhadra 2078,KEF,0.12753227862344005
258,SBCF,1226360,Bhadra 2078,KEF,0.16756177504863126
259,NEF,119822,Bhadra 2078,KEF,0.016371691028635223
260,PSF,500000,Bhadra 2078,KEF,0.06831671574767248
261,NIBSF2,958500,Bhadra 2078,KEF,0.13096314408828816
262,NMBHF1,195740,Bhadra 2078,KEF,0.026744627880898823
263,NMB50,56860,Bhadra 2078,KEF,0.007768976914825315
264,RMF1,1000000,Bhadra 2078,KEF,0.13663343149534496
265,NICSF,1000000,Bhadra 2078,KEF,0.13663343149534496
266,HDL,990,Bhadra 2078,KEF,0.0001352670971803915
267,BNT,310,Bhadra 2078,KEF,4.235636376355694e-05
268,CHDC,3000,Bhadra 2078,KEF,0.0004099002944860349
269,AHPC,29172,Bhadra 2078,KEF,0.003985870463582204
270,ADBL,38811,Bhadra 2078,LEMF,0.013620351179124936
271,ALBSL,2110,Bhadra 2078,LEMF,0.0007404844242084362
272,BOKL,12848,Bhadra 2078,LEMF,0.004508883356507103
273,BPCL,1,Bhadra 2078,LEMF,3.509404854068418e-07
274,CBBL,15212,Bhadra 2078,LEMF,0.005338506664008877
275,CBL,52762,Bhadra 2078,LEMF,0.018516321891035786
276,CCBL,18480,Bhadra 2078,LEMF,0.006485380170318436
277,CHCL,18687,Bhadra 2078,LEMF,0.006558024850797653
278,CIT,877,Bhadra 2078,LEMF,0.0003077748057018003
279,CZBIL,36658,Bhadra 2078,LEMF,0.012864776314044006
280,CMF1,1025435,Bhadra 2078,LEMF,0.3598666566531648
281,EBL,49906,Bhadra 2078,LEMF,0.017514035864713846
282,EDBL,4,Bhadra 2078,LEMF,1.4037619416273671e-06
283,GBIME,56402,Bhadra 2078,LEMF,0.01979374525791669
284,GIC,1959,Bhadra 2078,LEMF,0.000687492410912003
285,GBLBS,11542,Bhadra 2078,LEMF,0.004050555082565768
286,GLICL,38266,Bhadra 2078,LEMF,0.013429088614578208
287,HBL,24136,Bhadra 2078,LEMF,0.008470299555779534
288,HGI,34651,Bhadra 2078,LEMF,0.012160438759832476
289,HDL,7682,Bhadra 2078,LEMF,0.002695924808895359
290,IGI,1,Bhadra 2078,LEMF,3.509404854068418e-07
291,JBLB,4996,Bhadra 2078,LEMF,0.0017532986650925816
292,JLI,7538,Bhadra 2078,LEMF,0.0026453893789967734
293,KBL,9718,Bhadra 2078,LEMF,0.0034104396371836885
294,LGIL,3816,Bhadra 2078,LEMF,0.0013391888923125082
295,MLBSL,695,Bhadra 2078,LEMF,0.00024390363735775505
296,MKLB,983,Bhadra 2078,LEMF,0.00034497449715492547
297,MBL,31876,Bhadra 2078,LEMF,0.011186578912828489
298,MMFDB,1338,Bhadra 2078,LEMF,0.00046955836947435434
299,MNBBL,456,Bhadra 2078,LEMF,0.00016002886134551986
300,NABIL,26152,Bhadra 2078,LEMF,0.009177795574359727
301,NBF2,450000,Bhadra 2078,LEMF,0.1579232184330788
302,NLICL,46641,Bhadra 2078,LEMF,0.016368215179860507
303,NBB,6000,Bhadra 2078,LEMF,0.0021056429124410507
304,NBL,33414,Bhadra 2078,LEMF,0.011726325379384213
305,NCCB,5513,Bhadra 2078,LEMF,0.0019347348960479188
306,NIL,12935,Bhadra 2078,LEMF,0.0045394151787374985
307,NIFRA,238909,Bhadra 2078,LEMF,0.08384284042806317
308,NICL,17710,Bhadra 2078,LEMF,0.006215155996555168
309,NIBPO,57448,Bhadra 2078,LEMF,0.020160829005652248
310,NLIC,9825,Bhadra 2078,LEMF,0.0034479902691222208
311,NRIC,11506,Bhadra 2078,LEMF,0.004037921225091122
312,NICA,16495,Bhadra 2078,LEMF,0.005788763306785855
313,NICLBSL,1266,Bhadra 2078,LEMF,0.0004442906545250617
314,NLBBL,200,Bhadra 2078,LEMF,7.018809708136836e-05
315,NLG,18911,Bhadra 2078,LEMF,0.0066366355195287855
316,NMBMF,1,Bhadra 2078,LEMF,3.509404854068418e-07
317,NMB,39533,Bhadra 2078,LEMF,0.013873730209588677
318,NRN,2000,Bhadra 2078,LEMF,0.0007018809708136836
319,NTC,1000,Bhadra 2078,LEMF,0.0003509404854068418
320,NUBL,12808,Bhadra 2078,LEMF,0.00449484573709083
321,PCBL,44251,Bhadra 2078,LEMF,0.015529467419738156
322,PRVU,29050,Bhadra 2078,LEMF,0.010194821101068754
323,PRIN,2006,Bhadra 2078,LEMF,0.0007039866137261247
324,PLI,1918,Bhadra 2078,LEMF,0.0006731038510103225
325,PIC,10908,Bhadra 2078,LEMF,0.0038280588148178305
326,PICL,19591,Bhadra 2078,LEMF,0.006875275049605438
327,RLI,1182,Bhadra 2078,LEMF,0.000414811653750887
328,RMDC,6446,Bhadra 2078,LEMF,0.002262162368932502
329,SDLBSL,204,Bhadra 2078,LEMF,7.159185902299572e-05
330,SKBBL,5943,Bhadra 2078,LEMF,0.002085639304772861
331,SGI,959,Bhadra 2078,LEMF,0.00033655192550516126
332,SLI,14087,Bhadra 2078,LEMF,0.0049436986179261806
333,SANIMA,12998,Bhadra 2078,LEMF,0.00456152442931813
334,SBI,53721,Bhadra 2078,LEMF,0.01885287381654095
335,SBL,41930,Bhadra 2078,LEMF,0.014714934553108877
336,SCB,20786,Bhadra 2078,LEMF,0.007294648929666614
337,SICL,9414,Bhadra 2078,LEMF,0.0033037537296200085
338,SIL,2817,Bhadra 2078,LEMF,0.0009885993473910733
339,SRBL,30627,Bhadra 2078,LEMF,0.010748254246555344
340,SLICL,11330,Bhadra 2078,LEMF,0.003976155699659517
341,SWBBL,2743,Bhadra 2078,LEMF,0.000962629751470967
342,ULI,10134,Bhadra 2078,LEMF,0.0035564308791129345
343,UMRH,1,Bhadra 2078,LEMF,3.509404854068418e-07
344,USLB,327,Bhadra 2078,LEMF,0.00011475753872803726
345,ADBL,46434,Bhadra 2078,LUK,0.026041909111864003
346,BOKL,54720,Bhadra 2078,LUK,0.03068900518157381
347,BPCL,8349,Bhadra 2078,LUK,0.004682428805938592
348,CBBL,8500,Bhadra 2078,LUK,0.004767115205471078
349,CBL,31333,Bhadra 2078,LUK,0.017572708321532387
350,CCBL,9990,Bhadra 2078,LUK,0.005602762459136008
351,CHCL,13498,Bhadra 2078,LUK,0.007570178946288072
352,CZBIL,37500,Bhadra 2078,LUK,0.021031390612372403
353,EBL,17402,Bhadra 2078,LUK,0.009759686918306788
354,FMDBL,8000,Bhadra 2078,LUK,0.00448669666397278
355,GBBL,16000,Bhadra 2078,LUK,0.00897339332794556
356,GBIME,17536,Bhadra 2078,LUK,0.009834839087428332
357,GBLBS,11300,Bhadra 2078,LUK,0.006337459037861551
358,GLICL,9069,Bhadra 2078,LUK,0.005086231505696142
359,HGI,7897,Bhadra 2078,LUK,0.00442893044442413
360,HDL,800,Bhadra 2078,LUK,0.0004486696663972779
361,JBLB,609,Bhadra 2078,LUK,0.0003415497835449278
362,KSBBL,1500,Bhadra 2078,LUK,0.0008412556244948961
363,KBL,29296,Bhadra 2078,LUK,0.016430283183468317
364,LGIL,9477,Bhadra 2078,LUK,0.005315053035558754
365,MKLB,513,Bhadra 2078,LUK,0.00028770942357725447
366,MBL,5000,Bhadra 2078,LUK,0.002804185414982987
367,MEGA,32559,Bhadra 2078,LUK,0.018260294585286215
368,NABIL,15000,Bhadra 2078,LUK,0.00841255624494896
369,NBF2,152800,Bhadra 2078,LUK,0.08569590628188008
370,NEF,22722,Bhadra 2078,LUK,0.012743340199848687
371,NLICL,21818,Bhadra 2078,LUK,0.012236343476819763
372,NBB,35081,Bhadra 2078,LUK,0.019674725708603635
373,NBL,52000,Bhadra 2078,LUK,0.029163528315823063
374,NCCB,13825,Bhadra 2078,LUK,0.007753572672427959
375,NIFRA,28456,Bhadra 2078,LUK,0.015959180033751175
376,NICL,15033,Bhadra 2078,LUK,0.008431063868687848
377,NIBPO,26122,Bhadra 2078,LUK,0.014650186282037117
378,NLIC,1334,Bhadra 2078,LUK,0.0007481566687174609
379,NRIC,2605,Bhadra 2078,LUK,0.0014609806012061363
380,NICBF,399700,Bhadra 2078,LUK,0.22416658207374
381,NIBLSF,250000,Bhadra 2078,LUK,0.14020927074914935
382,NLG,8712,Bhadra 2078,LUK,0.0048860126670663565
383,NMB50,46500,Bhadra 2078,LUK,0.02607892435934178
384,NMB,40708,Bhadra 2078,LUK,0.022830555974625487
385,NMBHF1,34810,Bhadra 2078,LUK,0.019522738859111554
386,NRN,1650,Bhadra 2078,LUK,0.0009253811869443857
387,NUBL,9490,Bhadra 2078,LUK,0.005322343917637709
388,PCBL,13380,Bhadra 2078,LUK,0.007504000170494473
389,PRVU,15636,Bhadra 2078,LUK,0.008769248629734798
390,PRIN,5882,Bhadra 2078,LUK,0.003298843722185986
391,PIC,9200,Bhadra 2078,LUK,0.005159701163568696
392,PICL,11931,Bhadra 2078,LUK,0.006691347237232403
393,RMDC,8000,Bhadra 2078,LUK,0.00448669666397278
394,SKBBL,300,Bhadra 2078,LUK,0.00016825112489897922
395,SLI,6470,Bhadra 2078,LUK,0.003628615926987985
396,SANIMA,49166,Bhadra 2078,LUK,0.027574116022610708
397,SBL,38472,Bhadra 2078,LUK,0.021576524257045097
398,SCB,15876,Bhadra 2078,LUK,0.00890384952965398
399,SHINE,23000,Bhadra 2078,LUK,0.01289925290892174
400,SICL,7667,Bhadra 2078,LUK,0.004299937915334912
401,SRBL,13421,Bhadra 2078,LUK,0.007526994490897334
402,SLICL,9000,Bhadra 2078,LUK,0.005047533746969377
403,ADBL,2500,Bhadra 2078,NADDF,0.002817101382971411
404,NBL,7640,Bhadra 2078,NADDF,0.008609061826360632
405,SANIMA,4000,Bhadra 2078,NADDF,0.004507362212754258
406,CCBL,6000,Bhadra 2078,NADDF,0.006761043319131386
407,SRBL,2500,Bhadra 2078,NADDF,0.002817101382971411
408,GBIME,1000,Bhadra 2078,NADDF,0.0011268405531885644
409,PCBL,4750,Bhadra 2078,NADDF,0.005352492627645681
410,NABIL,1000,Bhadra 2078,NADDF,0.0011268405531885644
411,KSBBL,2500,Bhadra 2078,NADDF,0.002817101382971411
412,CBBL,2000,Bhadra 2078,NADDF,0.002253681106377129
413,MLBSL,364,Bhadra 2078,NADDF,0.0004101699613606374
414,NUBL,1000,Bhadra 2078,NADDF,0.0011268405531885644
415,JBLB,3000,Bhadra 2078,NADDF,0.003380521659565693
416,MKLB,696,Bhadra 2078,NADDF,0.0007842810250192408
417,ALICL,1250,Bhadra 2078,NADDF,0.0014085506914857055
418,NLICL,5500,Bhadra 2078,NADDF,0.006197623042537104
419,NLIC,1000,Bhadra 2078,NADDF,0.0011268405531885644
420,SLICL,1000,Bhadra 2078,NADDF,0.0011268405531885644
421,ULI,6000,Bhadra 2078,NADDF,0.006761043319131386
422,SLI,5400,Bhadra 2078,NADDF,0.006084938987218248
423,AIL,1000,Bhadra 2078,NADDF,0.0011268405531885644
424,EIC,1151,Bhadra 2078,NADDF,0.0012969934767200376
425,GIC,2000,Bhadra 2078,NADDF,0.002253681106377129
426,HGI,2575,Bhadra 2078,NADDF,0.0029016144244605534
427,IGI,1675,Bhadra 2078,NADDF,0.0018874579265908452
428,LGIL,1600,Bhadra 2078,NADDF,0.001802944885101703
429,NICL,1500,Bhadra 2078,NADDF,0.0016902608297828465
430,NLG,3730,Bhadra 2078,NADDF,0.004203115263393345
431,PRIN,200,Bhadra 2078,NADDF,0.00022536811063771287
432,PIC,1250,Bhadra 2078,NADDF,0.0014085506914857055
433,PICL,2410,Bhadra 2078,NADDF,0.00271568573318444
434,SICL,2566,Bhadra 2078,NADDF,0.0028914728594818563
435,SIL,1680,Bhadra 2078,NADDF,0.0018930921293567882
436,UIC,1500,Bhadra 2078,NADDF,0.0016902608297828465
437,NIL,3500,Bhadra 2078,NADDF,0.003943941936159975
438,PSF,500000,Bhadra 2078,NADDF,0.5634202765942822
439,KEF,300000,Bhadra 2078,NADDF,0.3380521659565693
440,PRVU,35964,Bhadra 2078,NBF2,0.0044219741771167635
441,NBL,70182,Bhadra 2078,NBF2,0.008629267926215345
442,SRBL,47748,Bhadra 2078,NBF2,0.005870882632882083
443,NICA,37578,Bhadra 2078,NBF2,0.004620424469683398
444,MEGA,46907,Bhadra 2078,NBF2,0.005767476997164275
445,MBL,36860,Bhadra 2078,NBF2,0.004532142369272714
446,ADBL,53376,Bhadra 2078,NBF2,0.00656287658986165
447,SANIMA,44832,Bhadra 2078,NBF2,0.005512344186088832
448,GBIME,56746,Bhadra 2078,NBF2,0.006977236866162491
449,NIBPO,82870,Bhadra 2078,NBF2,0.010189328218709437
450,PCBL,40000,Bhadra 2078,NBF2,0.004918222864104953
451,BOKL,58204,Bhadra 2078,NBF2,0.007156506089559117
452,CZBIL,45160,Bhadra 2078,NBF2,0.005552673613574492
453,CCBL,52571,Bhadra 2078,NBF2,0.0064638973547215366
454,NCCB,52943,Bhadra 2078,NBF2,0.006509636827357713
455,HBL,24715,Bhadra 2078,NBF2,0.003038846952158848
456,SBL,15423,Bhadra 2078,NBF2,0.0018963437808272672
457,NMB,24765,Bhadra 2078,NBF2,0.003044994730738979
458,EBL,12486,Bhadra 2078,NBF2,0.001535223267030361
459,NBB,20000,Bhadra 2078,NBF2,0.0024591114320524766
460,GBBL,32212,Bhadra 2078,NBF2,0.003960644872463719
461,SHINE,27049,Bhadra 2078,NBF2,0.003325825256279372
462,KSBBL,14189,Bhadra 2078,NBF2,0.0017446166054696293
463,JBBL,29517,Bhadra 2078,NBF2,0.0036292796069946473
464,MNBBL,19669,Bhadra 2078,NBF2,0.002418413137852008
465,MLBL,7358,Bhadra 2078,NBF2,0.0009047070958521061
466,MFIL,5000,Bhadra 2078,NBF2,0.0006147778580131192
467,CBBL,11383,Bhadra 2078,NBF2,0.001399603271552667
468,RMDC,6585,Bhadra 2078,NBF2,0.0008096624390032779
469,MERO,4858,Bhadra 2078,NBF2,0.0005973181668455465
470,SKBBL,10000,Bhadra 2078,NBF2,0.0012295557160262383
471,AKBSL,765,Bhadra 2078,NBF2,9.406101227600723e-05
472,NICLBSL,5000,Bhadra 2078,NBF2,0.0006147778580131192
473,SDLBSL,12030,Bhadra 2078,NBF2,0.0014791555263795645
474,FMDBL,12785,Bhadra 2078,NBF2,0.0015719869829395456
475,SAMAJ,185,Bhadra 2078,NBF2,2.2746780746485406e-05
476,NADEP,6423,Bhadra 2078,NBF2,0.0007897436364036528
477,LLBS,2060,Bhadra 2078,NBF2,0.00025328847750140507
478,SMFDB,2534,Bhadra 2078,NBF2,0.0003115694184410488
479,CLBSL,2629,Bhadra 2078,NBF2,0.00032325019774329805
480,MLBSL,859,Bhadra 2078,NBF2,0.00010561883600665387
481,ALBSL,7814,Bhadra 2078,NBF2,0.0009607748365029026
482,GBLBS,33000,Bhadra 2078,NBF2,0.004057533862886586
483,JBLB,2094,Bhadra 2078,NBF2,0.00025746896693589426
484,MKLB,707,Bhadra 2078,NBF2,8.692958912305505e-05
485,PLIC,34434,Bhadra 2078,NBF2,0.004233852152564749
486,NLIC,15950,Bhadra 2078,NBF2,0.00196114136706185
487,NLICL,32547,Bhadra 2078,NBF2,0.004001834988950598
488,SLICL,4600,Bhadra 2078,NBF2,0.0005655956293720696
489,ALICL,8492,Bhadra 2078,NBF2,0.0010441387140494814
490,GLICL,53979,Bhadra 2078,NBF2,0.006637018799538031
491,SLI,4127,Bhadra 2078,NBF2,0.0005074376440040285
492,IGI,10803,Bhadra 2078,NBF2,0.0013282890400231452
493,NICL,6690,Bhadra 2078,NBF2,0.0008225727740215534
494,NIL,18987,Bhadra 2078,NBF2,0.0023345574380190183
495,SICL,10131,Bhadra 2078,NBF2,0.001245662895906182
496,NLG,11792,Bhadra 2078,NBF2,0.00144989210033814
497,SIC,5302,Bhadra 2078,NBF2,0.0006519104406371116
498,PICL,16173,Bhadra 2078,NBF2,0.001988560459529235
499,HGI,25635,Bhadra 2078,NBF2,0.0031519660780332617
500,PIC,32239,Bhadra 2078,NBF2,0.003963964672896989
501,PRIN,24264,Bhadra 2078,NBF2,0.0029833939893660643
502,LGIL,39990,Bhadra 2078,NBF2,0.004916993308388927
503,OHL,9044,Bhadra 2078,NBF2,0.00111201018957413
504,CHCL,13883,Bhadra 2078,NBF2,0.0017069922005592266
505,BPCL,15268,Bhadra 2078,NBF2,0.0018772856672288605
506,SHPC,9615,Bhadra 2078,NBF2,0.001182217820959228
507,AHPC,34162,Bhadra 2078,NBF2,0.004200408237088835
508,UPCL,28028,Bhadra 2078,NBF2,0.0034461987608783405
509,HDL,4999,Bhadra 2078,NBF2,0.0006146549024415164
510,BNT,1691,Bhadra 2078,NBF2,0.00020791787158003688
511,NICBF,1381940,Bhadra 2078,NBF2,0.16991722262052997
512,CMF2,513487,Bhadra 2078,NBF2,0.0631360875955165
513,NMB50,1090000,Bhadra 2078,NBF2,0.13402157304685997
514,SFMF,668820,Bhadra 2078,NBF2,0.08223514539926687
515,SEF,615700,Bhadra 2078,NBF2,0.07570374543573549
516,SIGS2,923600,Bhadra 2078,NBF2,0.11356176593218337
517,SAEF,933110,Bhadra 2078,NBF2,0.11473107341812432
518,RMF1,250000,Bhadra 2078,NBF2,0.030738892900655956
519,BBC,2331,Bhadra 2078,NBF2,0.00028660943740571615
520,CIT,9248,Bhadra 2078,NBF2,0.0011370931261810652
521,NIFRA,85000,Bhadra 2078,NBF2,0.010451223586223026
522,NRN,39090,Bhadra 2078,NBF2,0.004806333293946565
523,NTC,19844,Bhadra 2078,NBF2,0.002439930362882467
524,NRIC,11989,Bhadra 2078,NBF2,0.001474114347943857
525,ADBL,56193,Bhadra 2078,NEF,0.01418918765366696
526,BOKL,37434,Bhadra 2078,NEF,0.009452388208982773
527,CZBIL,40000,Bhadra 2078,NEF,0.01010032399314289
528,EBL,33821,Bhadra 2078,NEF,0.008540076444302143
529,GBIME,37410,Bhadra 2078,NEF,0.009446328014586888
530,HBL,21661,Bhadra 2078,NEF,0.005469577950386703
531,KBL,72731,Bhadra 2078,NEF,0.018365166608631887
532,MBL,37719,Bhadra 2078,NEF,0.009524353017433916
533,MEGA,55633,Bhadra 2078,NEF,0.01404778311776296
534,NBB,72081,Bhadra 2078,NEF,0.018201036343743315
535,NBL,70465,Bhadra 2078,NEF,0.017792983254420344
536,NCCB,63550,Bhadra 2078,NEF,0.01604688974410577
537,NIB,16939,Bhadra 2078,NEF,0.004277234702996185
538,NIBPO,70372,Bhadra 2078,NEF,0.017769500001136286
539,SBI,36006,Bhadra 2078,NEF,0.009091806642427572
540,NICA,57572,Bhadra 2078,NEF,0.014537396323330561
541,PRVU,39004,Bhadra 2078,NEF,0.009848825925713633
542,PCBL,38299,Bhadra 2078,NEF,0.009670807715334488
543,SANIMA,30454,Bhadra 2078,NEF,0.007689881672179339
544,SBL,40072,Bhadra 2078,NEF,0.010118504576330548
545,SCB,9495,Bhadra 2078,NEF,0.0023975644078722937
546,SRBL,56498,Bhadra 2078,NEF,0.014266202624114675
547,GBBL,30913,Bhadra 2078,NEF,0.007805782890000654
548,JBBL,27902,Bhadra 2078,NEF,0.0070454810014168225
549,MLBL,10000,Bhadra 2078,NEF,0.0025250809982857226
550,MNBBL,19289,Bhadra 2078,NEF,0.00487062873759333
551,SADBL,22971,Bhadra 2078,NEF,0.0058003635611621335
552,SHINE,24744,Bhadra 2078,NEF,0.006248060422158192
553,MFIL,18439,Bhadra 2078,NEF,0.004655996852739043
554,ALBSL,8515,Bhadra 2078,NEF,0.002150106470040293
555,CBBL,17695,Bhadra 2078,NEF,0.004468130826466586
556,DDBL,9200,Bhadra 2078,NEF,0.0023230745184228646
557,GBLBS,30295,Bhadra 2078,NEF,0.007649732884306596
558,JBLB,2011,Bhadra 2078,NEF,0.0005077937887552588
559,LLBS,7830,Bhadra 2078,NEF,0.0019771384216577207
560,MKLB,789,Bhadra 2078,NEF,0.0001992288907647435
561,NLBBL,880,Bhadra 2078,NEF,0.00022220712784914358
562,NICLBSL,2015,Bhadra 2078,NEF,0.0005088038211545731
563,NUBL,11581,Bhadra 2078,NEF,0.002924296304114695
564,RMDC,10648,Bhadra 2078,NEF,0.0026887062469746373
565,SDLBSL,17259,Bhadra 2078,NEF,0.004358037294941329
566,SAMAJ,206,Bhadra 2078,NEF,5.2016668564685884e-05
567,SKBBL,13627,Bhadra 2078,NEF,0.003440927876363954
568,SLBBL,10000,Bhadra 2078,NEF,0.0025250809982857226
569,AHPC,23750,Bhadra 2078,NEF,0.005997067370928591
570,BPCL,35750,Bhadra 2078,NEF,0.009027164568871458
571,CHCL,18000,Bhadra 2078,NEF,0.004545145796914301
572,SHPC,19281,Bhadra 2078,NEF,0.004868608672794702
573,ALICL,22000,Bhadra 2078,NEF,0.00555517819622859
574,GLICL,23116,Bhadra 2078,NEF,0.005836977235637276
575,LICN,9951,Bhadra 2078,NEF,0.0025127081013941225
576,NLICL,45157,Bhadra 2078,NEF,0.011402508263958838
577,NLIC,11358,Bhadra 2078,NEF,0.0028679869978529234
578,PLIC,48811,Bhadra 2078,NEF,0.01232517286073244
579,SLICL,24000,Bhadra 2078,NEF,0.0060601943958857344
580,ULI,649,Bhadra 2078,NEF,0.0001638777567887434
581,HGI,31117,Bhadra 2078,NEF,0.007857294542365683
582,IGI,22426,Bhadra 2078,NEF,0.005662746646755561
583,LGIL,25666,Bhadra 2078,NEF,0.006480872890200135
584,NIL,23838,Bhadra 2078,NEF,0.006019288083713505
585,NLG,27362,Bhadra 2078,NEF,0.006909126627509394
586,PRIN,16280,Bhadra 2078,NEF,0.004110831865209157
587,PIC,36038,Bhadra 2078,NEF,0.009099886901622087
588,PICL,19004,Bhadra 2078,NEF,0.004798663929142187
589,SICL,34314,Bhadra 2078,NEF,0.008664562937517628
590,SIL,13934,Bhadra 2078,NEF,0.0035184478630113257
591,HDL,4974,Bhadra 2078,NEF,0.0012559752885473183
592,NRIC,12041,Bhadra 2078,NEF,0.0030404500300358385
593,OHL,11924,Bhadra 2078,NEF,0.0030109065823558955
594,CIT,15341,Bhadra 2078,NEF,0.003873726759470127
595,NIFRA,53000,Bhadra 2078,NEF,0.013382929290914329
596,NRN,25968,Bhadra 2078,NEF,0.0065571303363483645
597,BBC,2821,Bhadra 2078,NEF,0.0007123253496164023
598,CMF1,172470,Bhadra 2078,NEF,0.04355007197743386
599,NICGF,200000,Bhadra 2078,NEF,0.05050161996571445
600,NMB50,300000,Bhadra 2078,NEF,0.07575242994857168
601,PSF,205810,Bhadra 2078,NEF,0.05196869202571845
602,RMF1,250000,Bhadra 2078,NEF,0.06312702495714306
603,SAEF,150000,Bhadra 2078,NEF,0.03787621497428584
604,SLCF,190060,Bhadra 2078,NEF,0.04799168945341844
605,SEF,239000,Bhadra 2078,NEF,0.060349435859028765
606,SBCF,154840,Bhadra 2078,NEF,0.03909835417745613
607,SFMF,150000,Bhadra 2078,NEF,0.03787621497428584
608,HBL,33851,Bhadra 2078,NIBLPF,0.0192308457061375
609,BOKL,44864,Bhadra 2078,NIBLPF,0.025487361134387543
610,MBL,26000,Bhadra 2078,NIBLPF,0.014770671128166818
611,SBL,67966,Bhadra 2078,NIBLPF,0.03861167053449946
612,PCBL,86093,Bhadra 2078,NIBLPF,0.04890966882451023
613,CZBIL,47000,Bhadra 2078,NIBLPF,0.026700828577840018
614,SRBL,12530,Bhadra 2078,NIBLPF,0.007118327278305009
615,SANIMA,64000,Bhadra 2078,NIBLPF,0.03635857508471832
616,NICA,23979,Bhadra 2078,NIBLPF,0.013622535499319697
