,Stock,Quantity,Month,MFundName,%age holdings
1025,MMFDB,10025,Bhadra 2078,NMB50,0.005301413798482818
1026,NUBL,17648,Bhadra 2078,NMB50,0.009332603562655837
1027,NMFBS,15394,Bhadra 2078,NMB50,0.008140644789410921
1028,SAMAJ,217,Bhadra 2078,NMB50,0.00011475379493972782
1029,SMFBS,7458,Bhadra 2078,NMB50,0.003943934574472304
1030,USLB,10174,Bhadra 2078,NMB50,0.00538020787887922
1031,WOMI,9069,Bhadra 2078,NMB50,0.004795862517550192
1032,IGI,20011,Bhadra 2078,NMB50,0.010582203643036374
1033,NIL,26146,Bhadra 2078,NMB50,0.013826510241908403
1034,PIC,34514,Bhadra 2078,NMB50,0.01825167040806344
1035,SIC,18226,Bhadra 2078,NMB50,0.009638261136274098
1036,SICL,9866,Bhadra 2078,NMB50,0.00521733152477122
1037,LICN,17689,Bhadra 2078,NMB50,0.009354285155248136
1038,NLICL,34343,Bhadra 2078,NMB50,0.018161242302373606
1039,SLICL,36940,Bhadra 2078,NMB50,0.0195345861063297
1040,SLI,3913,Bhadra 2078,NMB50,0.0020692700442357373
1041,ULI,17798,Bhadra 2078,NMB50,0.009411926462383759
1042,AKPL,11098,Bhadra 2078,NMB50,0.005868836941203223
1043,SPDL,11602,Bhadra 2078,NMB50,0.006135361884289042
1044,BNT,729,Bhadra 2078,NMB50,0.0003855092926777031
1045,HDL,6129,Bhadra 2078,NMB50,0.0032411336828829115
1046,UNL,1687,Bhadra 2078,NMB50,0.0008921182122733678
1047,OHL,5126,Bhadra 2078,NMB50,0.0027107278933688698
1048,NRIC,21720,Bhadra 2078,NMB50,0.011485955880603171
1049,ADBL,43760,Bhadra 2078,NMBHF1,0.015581359908050037
1050,CZBIL,32793,Bhadra 2078,NMBHF1,0.011676406203489142
1051,EBL,37147,Bhadra 2078,NMBHF1,0.013226708786662128
1052,GBIME,60347,Bhadra 2078,NMBHF1,0.021487393198608217
1053,HBL,15700,Bhadra 2078,NMBHF1,0.005590204537394551
1054,MBL,63075,Bhadra 2078,NMBHF1,0.02245873574497843
1055,NABIL,14501,Bhadra 2078,NMBHF1,0.005163283821449579
1056,NBB,25053,Bhadra 2078,NMBHF1,0.008920470972951955
1057,NIBPO,44946,Bhadra 2078,NMBHF1,0.016003651792212453
1058,SBI,26269,Bhadra 2078,NMBHF1,0.009353444776612579
1059,NICA,28132,Bhadra 2078,NMBHF1,0.01001679197745118
1060,PRVU,56832,Bhadra 2078,NMBHF1,0.02023582829740173
1061,PCBL,52193,Bhadra 2078,NMBHF1,0.018584047478995787
1062,SANIMA,51421,Bhadra 2078,NMBHF1,0.018309166083908614
1063,SBL,48456,Bhadra 2078,NMBHF1,0.017253436373502573
1064,SRBL,46537,Bhadra 2078,NMBHF1,0.016570149589600652
1065,GBBL,45273,Bhadra 2078,NMBHF1,0.0161200847147429
1066,EDBL,6650,Bhadra 2078,NMBHF1,0.0023678254887690296
1067,MDB,15343,Bhadra 2078,NMBHF1,0.0054630896953658985
1068,MNBBL,41991,Bhadra 2078,NMBHF1,0.014951482721639148
1069,SHINE,45610,Bhadra 2078,NMBHF1,0.016240078277106083
1070,AKBSL,1143,Bhadra 2078,NMBHF1,0.0004069811328816543
1071,CBBL,15982,Bhadra 2078,NMBHF1,0.005690614580677689
1072,DDBL,9894,Bhadra 2078,NMBHF1,0.0035228970505083884
1073,ILBS,593,Bhadra 2078,NMBHF1,0.00021114594208120822
1074,LLBS,7244,Bhadra 2078,NMBHF1,0.0025793274948335116
1075,JBLB,3380,Bhadra 2078,NMBHF1,0.0012034962634645595
1076,MKLB,665,Bhadra 2078,NMBHF1,0.000236782548876903
1077,NMFBS,4572,Bhadra 2078,NMBHF1,0.0016279245315266172
1078,NLBBL,9695,Bhadra 2078,NMBHF1,0.003452040317836954
1079,SAMAJ,174,Bhadra 2078,NMBHF1,6.195513308959567e-05
1080,SKBBL,12810,Bhadra 2078,NMBHF1,0.004561179625734026
1081,SLBBL,10476,Bhadra 2078,NMBHF1,0.0037301262887735873
1082,SWBBL,12361,Bhadra 2078,NMBHF1,0.0044013068972442075
1083,TRH,16650,Bhadra 2078,NMBHF1,0.005928465321504413
1084,LICN,4745,Bhadra 2078,NMBHF1,0.0016895236006329393
1085,NLICL,14340,Bhadra 2078,NMBHF1,0.00510595752014254
1086,PLIC,13902,Bhadra 2078,NMBHF1,0.00495000149546873
1087,SLI,9524,Bhadra 2078,NMBHF1,0.003391153376697179
1088,ULI,10238,Bhadra 2078,NMBHF1,0.0036453830607544855
1089,LGIL,10541,Bhadra 2078,NMBHF1,0.0037532704476863675
1090,NIL,14490,Bhadra 2078,NMBHF1,0.00515936711763357
1091,NLG,16841,Bhadra 2078,NMBHF1,0.0059964735423096585
1092,PRIN,11083,Bhadra 2078,NMBHF1,0.003946257126620625
1093,SIC,11667,Bhadra 2078,NMBHF1,0.004154198492852371
1094,SICL,4522,Bhadra 2078,NMBHF1,0.0016101213323629403
1095,SIL,11065,Bhadra 2078,NMBHF1,0.003939847974921701
1096,BNT,1002,Bhadra 2078,NMBHF1,0.0003567761112400854
1097,CMF2,250000,Bhadra 2078,NMBHF1,0.08901599581838458
1098,GIMES1,198973,Bhadra 2078,NMBHF1,0.07084711894388573
1099,NBF2,304800,Bhadra 2078,NMBHF1,0.10852830210177448
1100,NIBSF1,750803,Bhadra 2078,NMBHF1,0.2673339068337224
1101,NTC,12280,Bhadra 2078,NMBHF1,0.004372465714599051
1102,NIBLSF,250000,Bhadra 2078,NMBHF1,0.08901599581838458
1103,CBL,6687,Bhadra 2078,PSF,0.000711509006648518
1104,KBL,52385,Bhadra 2078,PSF,0.005573859625135729
1105,MBL,7445,Bhadra 2078,PSF,0.0007921615903242436
1106,NBL,95630,Bhadra 2078,PSF,0.010175206565843843
1107,NICA,4357,Bhadra 2078,PSF,0.00046359275339727727
1108,PCBL,10901,Bhadra 2078,PSF,0.0011598862990093459
1109,SBI,21763,Bhadra 2078,PSF,0.0023156229268269327
1110,SBL,7673,Bhadra 2078,PSF,0.0008164212065222191
1111,JBBL,2,Bhadra 2078,PSF,2.1280365085943415e-07
1112,MNBBL,5400,Bhadra 2078,PSF,0.0005745698573204722
1113,LGIL,7816,Bhadra 2078,PSF,0.0008316366675586687
1114,NICL,4155,Bhadra 2078,PSF,0.00044209958466047444
1115,NLG,25848,Bhadra 2078,PSF,0.002750274383707327
1116,PRIN,48463,Bhadra 2078,PSF,0.005156551665800378
1117,JBLB,7105,Bhadra 2078,PSF,0.0007559849696781398
1118,MERO,22636,Bhadra 2078,PSF,0.0024085117204270755
1119,MKLB,1496,Bhadra 2078,PSF,0.00015917713084285674
1120,RMDC,12014,Bhadra 2078,PSF,0.0012783115307126208
1121,NICSF,4930605,Bhadra 2078,PSF,0.5246253724728901
1122,RMF1,3992087,Bhadra 2078,PSF,0.42476534407424293
1123,SAEF,70250,Bhadra 2078,PSF,0.007474728236437625
1124,LICN,4613,Bhadra 2078,PSF,0.0004908316207072849
1125,NLICL,5953,Bhadra 2078,PSF,0.0006334100667831057
1126,SLI,11429,Bhadra 2078,PSF,0.0012160664628362364
1127,CHDC,143,Bhadra 2078,PSF,1.521546103644954e-05
1128,NRIC,41479,Bhadra 2078,PSF,0.004413441316999235
1129,GBIME,55200,Bhadra 2078,RMF1,0.03413366048880391
1130,MBL,37327,Bhadra 2078,RMF1,0.023081651178724343
1131,NBL,30000,Bhadra 2078,RMF1,0.018550902439567342
1132,NMB,54570,Bhadra 2078,RMF1,0.033744091537573
1133,PCBL,31218,Bhadra 2078,RMF1,0.01930406907861378
1134,PRVU,40000,Bhadra 2078,RMF1,0.024734536586089793
1135,SANIMA,49500,Bhadra 2078,RMF1,0.030608989025286117
1136,SBL,50000,Bhadra 2078,RMF1,0.03091817073261224
1137,GBBL,22760,Bhadra 2078,RMF1,0.014073951317485092
1138,MNBBL,20000,Bhadra 2078,RMF1,0.012367268293044896
1139,CHCL,22363,Bhadra 2078,RMF1,0.01382846104186815
1140,UPPER,12000,Bhadra 2078,RMF1,0.0074203609758269375
1141,LICN,4010,Bhadra 2078,RMF1,0.0024796372927555015
1142,NLIC,12800,Bhadra 2078,RMF1,0.007915051707548732
1143,NLICL,16441,Bhadra 2078,RMF1,0.010166512900297556
1144,RLI,24000,Bhadra 2078,RMF1,0.014840721951653875
1145,SLI,21429,Bhadra 2078,RMF1,0.013250909612582953
1146,ULI,23036,Bhadra 2078,RMF1,0.014244619619929112
1147,SHIVM,8661,Bhadra 2078,RMF1,0.005355645534303092
1148,CBBL,16978,Bhadra 2078,RMF1,0.010498574053965811
1149,FOWAD,343,Bhadra 2078,RMF1,0.00021209865122571997
1150,GILB,1110,Bhadra 2078,RMF1,0.0006863833902639917
1151,NUBL,13920,Bhadra 2078,RMF1,0.008607618731959248
1152,SKBBL,10199,Bhadra 2078,RMF1,0.006306688466038245
1153,SLBBL,9222,Bhadra 2078,RMF1,0.0057025474099230014
1154,SIGS2,1000000,Bhadra 2078,RMF1,0.6183634146522448
1155,NIL,15270,Bhadra 2078,RMF1,0.009442409341739778
1156,SIC,6188,Bhadra 2078,RMF1,0.003826432809868091
1157,SICL,5627,Bhadra 2078,RMF1,0.003479530934248181
1158,NRIC,3000,Bhadra 2078,RMF1,0.0018550902439567344
1159,ADBL,35000,Bhadra 2078,SAEF,0.009503230826960286
1160,CCBL,125000,Bhadra 2078,SAEF,0.03394011009628674
1161,CZBIL,89630,Bhadra 2078,SAEF,0.02433641654344144
1162,CBL,18005,Bhadra 2078,SAEF,0.0048887334582691415
1163,EBL,5695,Bhadra 2078,SAEF,0.0015463114159868236
1164,GBIME,70844,Bhadra 2078,SAEF,0.0192356252772907
1165,KBL,77111,Bhadra 2078,SAEF,0.020937246637078133
1166,LBL,31584,Bhadra 2078,SAEF,0.008575715498248962
1167,MBL,82689,Bhadra 2078,SAEF,0.02245179011001483
1168,MEGA,112000,Bhadra 2078,SAEF,0.030410338646272916
1169,NABIL,102009,Bhadra 2078,SAEF,0.027697573526496908
1170,NBB,26812,Bhadra 2078,SAEF,0.00728001785521312
1171,NBL,181000,Bhadra 2078,SAEF,0.04914527941942319
1172,NIBPO,125988,Bhadra 2078,SAEF,0.03420837272648779
1173,NIB,2785,Bhadra 2078,SAEF,0.0007561856529452684
1174,NICA,148000,Bhadra 2078,SAEF,0.04018509035400349
1175,NMB,71000,Bhadra 2078,SAEF,0.019277982534690867
1176,PCBL,151612,Bhadra 2078,SAEF,0.0411658237753458
1177,PRVU,146000,Bhadra 2078,SAEF,0.039642048592462904
1178,SBL,88041,Bhadra 2078,SAEF,0.023904969863897445
1179,SRBL,65199,Bhadra 2078,SAEF,0.01770288990534239
1180,EDBL,24527,Bhadra 2078,SAEF,0.006659592642652998
1181,GBBL,72183,Bhadra 2078,SAEF,0.019599191736642124
1182,JBBL,5000,Bhadra 2078,SAEF,0.0013576044038514693
1183,LBBL,5000,Bhadra 2078,SAEF,0.0013576044038514693
1184,MLBL,19083,Bhadra 2078,SAEF,0.005181432967739518
1185,MDB,5607,Bhadra 2078,SAEF,0.0015224175784790378
1186,MNBBL,57345,Bhadra 2078,SAEF,0.015570364907772503
1187,SHINE,41000,Bhadra 2078,SAEF,0.011132356111582049
1188,CBBL,21305,Bhadra 2078,SAEF,0.005784752364811111
1189,FMDBL,22803,Bhadra 2078,SAEF,0.006191490644205011
1190,FOWAD,12601,Bhadra 2078,SAEF,0.003421434618586473
1191,GILB,4132,Bhadra 2078,SAEF,0.0011219242793428542
1192,JSLBB,181,Bhadra 2078,SAEF,4.914527941942319e-05
1193,JBLB,3042,Bhadra 2078,SAEF,0.000825966519303234
1194,MLBSL,1227,Bhadra 2078,SAEF,0.0003331561207051506
1195,MKLB,599,Bhadra 2078,SAEF,0.00016264100758140603
1196,NADEP,1927,Bhadra 2078,SAEF,0.0005232207372443563
1197,NAGRO,131,Bhadra 2078,SAEF,3.55692353809085e-05
1198,NLBBL,51,Bhadra 2078,SAEF,1.3847564919284987e-05
1199,NICLBSL,2200,Bhadra 2078,SAEF,0.0005973459376946465
1200,NUBL,9975,Bhadra 2078,SAEF,0.0027084207856836813
1201,RMDC,33400,Bhadra 2078,SAEF,0.009068797417727816
1202,SABSL,1841,Bhadra 2078,SAEF,0.000499869941498111
1203,SDLBSL,2360,Bhadra 2078,SAEF,0.0006407892786178935
1204,SKBBL,45764,Bhadra 2078,SAEF,0.012425881587571729
1205,SWBBL,10525,Bhadra 2078,SAEF,0.002857757270107343
1206,SMFBS,517,Bhadra 2078,SAEF,0.00014037629535824193
1207,SLBBL,1425,Bhadra 2078,SAEF,0.00038691725509766876
1208,USLB,1324,Bhadra 2078,SAEF,0.0003594936461398691
1209,LICN,18848,Bhadra 2078,SAEF,0.005117625560758499
1210,NLICL,29163,Bhadra 2078,SAEF,0.00791836344590408
1211,NLIC,10733,Bhadra 2078,SAEF,0.002914233613307564
1212,SLI,8571,Bhadra 2078,SAEF,0.0023272054690821886
1213,ULI,9214,Bhadra 2078,SAEF,0.002501793395417488
1214,HGI,5500,Bhadra 2078,SAEF,0.0014933648442366162
1215,IGI,7490,Bhadra 2078,SAEF,0.0020336913969695013
1216,NIL,14350,Bhadra 2078,SAEF,0.003896324639053717
1217,NLG,49998,Bhadra 2078,SAEF,0.013575500996753153
1218,PIC,12000,Bhadra 2078,SAEF,0.0032582505692435267
1219,SIL,10329,Bhadra 2078,SAEF,0.0028045391774763656
1220,AHPC,15380,Bhadra 2078,SAEF,0.00417599114624712
1221,MKJC,1052,Bhadra 2078,SAEF,0.00028563996657034917
1222,RHPL,32000,Bhadra 2078,SAEF,0.008688668184649403
1223,NICSF,100000,Bhadra 2079,SAEF,0.027152088077029388
1224,NMB50,533100,Bhadra 2080,SAEF,0.14474778153864368
1225,RMF1,250000,Bhadra 2081,SAEF,0.06788022019257348
1226,SBCF,157700,Bhadra 2078,SAEF,0.04281884289747535
1227,SIGS2,85000,Bhadra 2078,SAEF,0.02307927486547498
1228,HDL,8440,Bhadra 2078,SAEF,0.0022916362337012802
1229,SHIVM,33525,Bhadra 2078,SAEF,0.009102737527824102
1230,NRIC,28714,Bhadra 2078,SAEF,0.007796450570438218
1231,CGH,2500,Bhadra 2078,SAEF,0.0006788022019257346
1232,OHL,5500,Bhadra 2078,SAEF,0.0014933648442366162
1233,TRH,3000,Bhadra 2078,SAEF,0.0008145626423108817
1234,CIT,17772,Bhadra 2078,SAEF,0.004825469093049663
1235,NIFRA,70000,Bhadra 2078,SAEF,0.019006461653920573
1236,NIBPO,16587,Bhadra 2078,SBCF,0.01571251971524788
1237,ADBL,40000,Bhadra 2078,SBCF,0.03789116709531049
1238,CCBL,10000,Bhadra 2078,SBCF,0.009472791773827623
1239,EBL,25000,Bhadra 2078,SBCF,0.02368197943456906
1240,GBIME,50000,Bhadra 2078,SBCF,0.04736395886913812
1241,HBL,6000,Bhadra 2078,SBCF,0.005683675064296574
1242,MEGA,43139,Bhadra 2078,SBCF,0.040864676433114984
1243,NABIL,27553,Bhadra 2078,SBCF,0.02610038317442725
1244,NICA,30467,Bhadra 2078,SBCF,0.02886075469732062
1245,NMB,36400,Bhadra 2078,SBCF,0.03448096205673255
1246,PCBL,36078,Bhadra 2078,SBCF,0.0341759381616153
1247,SANIMA,18756,Bhadra 2078,SBCF,0.017767168250991092
1248,SBL,36400,Bhadra 2078,SBCF,0.03448096205673255
1249,SCB,23287,Bhadra 2078,SBCF,0.022059290203712386
1250,GBBL,20000,Bhadra 2078,SBCF,0.018945583547655246
1251,MDB,3045,Bhadra 2078,SBCF,0.0028844650951305112
1252,MNBBL,12602,Bhadra 2078,SBCF,0.011937612193377571
1253,CBBL,16770,Bhadra 2078,SBCF,0.015885871804708924
1254,DDBL,12971,Bhadra 2078,SBCF,0.012287158209831811
1255,GILB,8029,Bhadra 2078,SBCF,0.007605704515206199
1256,JBLB,3802,Bhadra 2078,SBCF,0.0036015554324092627
1257,MKLB,748,Bhadra 2078,SBCF,0.0007085648246823062
1258,NMBMF,8831,Bhadra 2078,SBCF,0.008365422415467174
1259,RMDC,19408,Bhadra 2078,SBCF,0.01838479427464465
1260,SKBBL,11435,Bhadra 2078,SBCF,0.010832137393371888
1261,NLIC,27770,Bhadra 2078,SBCF,0.026305942755919312
1262,NLICL,25197,Bhadra 2078,SBCF,0.023868593432513463
1263,SLI,7547,Bhadra 2078,SBCF,0.007149115951707708
1264,ULI,8518,Bhadra 2078,SBCF,0.00806892403294637
1265,NIL,20822,Bhadra 2078,SBCF,0.019724247031463877
1266,NLG,25074,Bhadra 2078,SBCF,0.023752078093695384
1267,PIC,19842,Bhadra 2078,SBCF,0.01879591343762877
1268,AKPL,32000,Bhadra 2078,SBCF,0.030312933676248394
1269,BPCL,33000,Bhadra 2078,SBCF,0.03126021285363116
1270,CHCL,42857,Bhadra 2078,SBCF,0.040597543705093046
1271,SHEL,17000,Bhadra 2078,SBCF,0.01610374601550696
1272,SJCL,11500,Bhadra 2078,SBCF,0.010893710539901767
1273,UPPER,18000,Bhadra 2078,SBCF,0.017051025192889722
1274,UNL,20,Bhadra 2078,SBCF,1.8945583547655248e-05
1275,NIBSF2,249200,Bhadra 2078,SBCF,0.23606197100378437
1276,BPCL,10810,Bhadra 2078,SEF,0.004886370416711115
1277,CCBL,141203,Bhadra 2078,SEF,0.06382702700748008
1278,CHCL,17112,Bhadra 2078,SEF,0.007735020404325681
1279,GBBL,13534,Bhadra 2078,SEF,0.0061176815189424825
1280,GBIME,161792,Bhadra 2078,SEF,0.07313373195749535
